tD,P50_total,P50_trapped,P50_supercritical,P50_dissolved,f_trapped,f_supercritical,f_dissolved
3.305084745762712,1.1886888839520902,0.18881531900239285,0.9224177385468436,0.07792682233300495,0.15884334542999143,0.7759959321568127,0.06555695387166233
3.389830508474576,1.189893778962401,0.19002016985356418,0.9222235472740306,0.07812139068278806,0.15969506960466978,0.7750469525760683,0.06565408783875708
3.4745762711864403,1.1912078558064931,0.19133428798426516,0.921967434594375,0.07837793438115145,0.16062208375441292,0.773976959688675,0.06579702610178524
3.559322033898305,1.1924467773297702,0.1925732071250591,0.9217095601727445,0.07863602733610164,0.16149417381653347,0.7729565609936203,0.06594510449530522
3.6440677966101696,1.1947424760338177,0.19373761447777343,0.9213384922326953,0.0790072193570713,0.16215847210933984,0.7711607402553053,0.06612907881148689
3.7288135593220337,1.1969262391518476,0.19456557907733246,0.9211918627730284,0.07915396542153719,0.16255436025464973,0.7696312710345402,0.06613103032783907
3.813559322033898,1.199091201627195,0.19662410143509423,0.9210481560938601,0.07928354032349125,0.16397760334515898,0.7681218533202279,0.066119691492942
3.8983050847457625,1.2000791228700127,0.19887442527209215,0.9208789207788657,0.0794529289134346,0.1657177610060244,0.7673485049690438,0.06620640872696908
3.983050847457627,1.2013674879969898,0.19957749335384406,0.9206233853614304,0.0797086312288305,0.16612526587230578,0.76631288474134,0.06634825066035932
4.067796610169491,1.2024127446906632,0.19994202354968105,0.9204554371344094,0.07987666458734875,0.16628401888830513,0.7655070533797518,0.06643032098590912
4.1525423728813555,1.2027124841791268,0.20027377281413833,0.9202395136743347,0.0800678588146165,0.16651841188031638,0.765136743635296,0.06657273443807668
4.23728813559322,1.2030711683751716,0.20090039981072175,0.9201393441877612,0.08019300802647565,0.16698962213686097,0.764825363931272,0.06665691119070012
4.322033898305085,1.2035068321653912,0.20187909295968653,0.9200622691753317,0.0802702550460993,0.16774237383967208,0.7644844587379066,0.06669696664843545
4.406779661016949,1.2039670214387987,0.20287753288462745,0.9199587827425719,0.0803737933565587,0.16850754985147268,0.7641062972332721,0.06675747086536318
4.491525423728813,1.2042869182218356,0.20374203256712559,0.9197940633082085,0.0805385854182396,0.16918064082931047,0.763766548810736,0.06687657583888493
4.576271186440678,1.204541242104375,0.20456676721590944,0.919579285287758,0.08070151653966826,0.16982960820712475,0.7634269821108169,0.06699771972828421
4.661016949152542,1.2052174239500273,0.2053439203532246,0.9193998963469165,0.0808629307516638,0.17037915007918017,0.7628498211830019,0.0670940604946122
4.745762711864407,1.205986415631746,0.2061128730344955,0.919236344951747,0.08100518317713395,0.17090812165286703,0.7622277772260085,0.06716923352299957
4.830508474576271,1.2062934059148043,0.20641983489669707,0.9191873025393358,0.08102701462197365,0.17111909414787574,0.7619931419937268,0.0671702375431009
4.915254237288135,1.2062934059148043,0.20641983489669707,0.9191873025393358,0.08102701462197365,0.17111909414787574,0.7619931419937268,0.0671702375431009
5.0,1.2062934059148043,0.20641983489669707,0.9191873025393358,0.08102701462197365,0.17111909414787574,0.7619931419937268,0.0671702375431009
